Date,SalesRepID,SalesRep,SalesRepPhone,SalesRepBranch,SalesRepEmail,ProductID,Product,CustomerID,Customer,CustomerRegion,Units,UnitPrice,TotalRevenue
27/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR012,Onga,C007,Art House Publications,MEA,1,19,19
27/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR003,Wheat,C008,Bunkmates LLC,Australia,16,364.8,5836.8
27/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR011,Biscuits,C004,Nested Shelters,Europe,3,82.5,247.5
27/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR003,Wheat,C005,Prime Waters Ltd,United States,2,48,96
27/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR003,Wheat,C001,White Rock Ltd,MEA,2,50,100
27/12/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR008,Power Oil,C001,White Rock Ltd,MEA,24,570,13680
27/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR006,Milk,C002,Sterling Homes Pty,United States,3,65.85,197.55
27/12/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR004,Corn Flakes,C003,Holmes View Plc,Europe,2,58,116
27/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR004,Corn Flakes,C004,Nested Shelters,Europe,3,84,252
27/12/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR008,Power Oil,C005,Prime Waters Ltd,United States,24,547.2,13132.8
27/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,2,45.9,91.8
27/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR008,Power Oil,C007,Art House Publications,MEA,2,48,96
27/12/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR004,Corn Flakes,C008,Bunkmates LLC,Australia,2,60,120
27/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR011,Biscuits,C004,Nested Shelters,Europe,2,53,106
27/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,3,59.85,179.55
27/12/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR002,Semolina,C001,White Rock Ltd,MEA,3,102,306
27/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR004,Corn Flakes,C002,Sterling Homes Pty,United States,2,60,120
27/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR003,Wheat,C003,Holmes View Plc,Europe,3,72,216
27/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,3,102,306
27/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,1,22.95,22.95
27/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR008,Power Oil,C006,Jameson & Sons,Australia,3,72,216
27/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR004,Corn Flakes,C007,Art House Publications,MEA,2,56,112
27/12/2019,EM005,Francis Stallone,44123456785,Manchester,francis.stallone@groceryplace.com,PR001,Rice,C001,White Rock Ltd,MEA,3,59.85,179.55
27/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR006,Milk,C002,Sterling Homes Pty,United States,2,45.9,91.8
27/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR001,Rice,C003,Holmes View Plc,Europe,3,59.85,179.55
27/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR004,Corn Flakes,C004,Nested Shelters,Europe,19,523.45,9945.55
27/12/2019,EM015,Sylva Timotheus,44123456795,Lancaster,sylva.timotheus@groceryplace.com,PR003,Wheat,C005,Prime Waters Ltd,United States,1,25,25
27/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR001,Rice,C006,Jameson & Sons,Australia,2,39.9,79.8
27/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR001,Rice,C007,Art House Publications,MEA,3,59.85,179.55
27/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR007,Five Alive,C008,Bunkmates LLC,Australia,3,65.85,197.55
27/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR006,Milk,C004,Nested Shelters,Europe,1,21.95,21.95
27/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,9,306,2754
27/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR004,Corn Flakes,C001,White Rock Ltd,MEA,2,60,120
27/12/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR003,Wheat,C001,White Rock Ltd,MEA,1,24,24
27/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR006,Milk,C002,Sterling Homes Pty,United States,6,137.7,826.2
27/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR009,Spaghetti,C003,Holmes View Plc,Europe,2,40,80
27/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR010,Noodles,C004,Nested Shelters,Europe,3,67.5,202.5
28/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR011,Biscuits,C005,Prime Waters Ltd,United States,1,26.5,26.5
28/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR009,Spaghetti,C006,Jameson & Sons,Australia,3,63,189
28/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR008,Power Oil,C007,Art House Publications,MEA,1,23,23
28/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR006,Milk,C008,Bunkmates LLC,Australia,2,43.9,87.8
28/12/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,2,66,132
28/12/2019,EM014,Adrian Codley,44123456794,Lancaster,adrian.codley@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,1,18.95,18.95
28/12/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR001,Rice,C001,White Rock Ltd,MEA,2,39.9,79.8
28/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR001,Rice,C002,Sterling Homes Pty,United States,1,19.95,19.95
28/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR001,Rice,C003,Holmes View Plc,Europe,1,19.95,19.95
28/12/2019,EM015,Sylva Timotheus,44123456795,Lancaster,sylva.timotheus@groceryplace.com,PR008,Power Oil,C004,Nested Shelters,Europe,5,125,625
28/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR004,Corn Flakes,C005,Prime Waters Ltd,United States,2,56,112
28/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,2,45.9,91.8
28/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR012,Onga,C007,Art House Publications,MEA,3,57,171
28/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR008,Power Oil,C001,White Rock Ltd,MEA,4,96,384
28/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR006,Milk,C002,Sterling Homes Pty,United States,3,68.85,206.55
28/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR006,Milk,C003,Holmes View Plc,Europe,2,43.9,87.8
28/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR006,Milk,C004,Nested Shelters,Europe,3,68.85,206.55
28/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR008,Power Oil,C005,Prime Waters Ltd,United States,3,75,225
28/12/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,2,45.9,91.8
28/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR005,Milo,C007,Art House Publications,MEA,3,227.85,683.55
28/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR006,Milk,C008,Bunkmates LLC,Australia,3,68.85,206.55
28/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR003,Wheat,C004,Nested Shelters,Europe,11,250.8,2758.8
28/12/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR006,Milk,C005,Prime Waters Ltd,United States,3,68.85,206.55
28/12/2019,EM014,Adrian Codley,44123456794,Lancaster,adrian.codley@groceryplace.com,PR006,Milk,C001,White Rock Ltd,MEA,3,65.85,197.55
28/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR006,Milk,C001,White Rock Ltd,MEA,3,68.85,206.55
28/12/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR001,Rice,C002,Sterling Homes Pty,United States,2,39.9,79.8
28/12/2019,EM015,Sylva Timotheus,44123456795,Lancaster,sylva.timotheus@groceryplace.com,PR005,Milo,C003,Holmes View Plc,Europe,3,239.85,719.55
28/12/2019,EM014,Adrian Codley,44123456794,Lancaster,adrian.codley@groceryplace.com,PR008,Power Oil,C004,Nested Shelters,Europe,1,24,24
28/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,2,37.9,75.8
28/12/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,25,545,13625
28/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR002,Semolina,C007,Art House Publications,MEA,1,34,34
28/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR002,Semolina,C008,Bunkmates LLC,Australia,2,68,136
28/12/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR001,Rice,C004,Nested Shelters,Europe,3,56.85,170.55
28/12/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR006,Milk,C005,Prime Waters Ltd,United States,19,414.2,7869.8
28/12/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR002,Semolina,C001,White Rock Ltd,MEA,2,68,136
28/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR005,Milo,C002,Sterling Homes Pty,United States,1,79.95,79.95
28/12/2019,EM014,Adrian Codley,44123456794,Lancaster,adrian.codley@groceryplace.com,PR002,Semolina,C003,Holmes View Plc,Europe,23,699.2,16081.6
28/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR001,Rice,C004,Nested Shelters,Europe,3,59.85,179.55
28/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR008,Power Oil,C005,Prime Waters Ltd,United States,3,75,225
28/12/2019,EM015,Sylva Timotheus,44123456795,Lancaster,sylva.timotheus@groceryplace.com,PR001,Rice,C006,Jameson & Sons,Australia,2,39.9,79.8
28/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR006,Milk,C007,Art House Publications,MEA,3,68.85,206.55
28/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR003,Wheat,C001,White Rock Ltd,MEA,2,50,100
28/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR004,Corn Flakes,C002,Sterling Homes Pty,United States,17,484.5,8236.5
28/12/2019,EM014,Adrian Codley,44123456794,Lancaster,adrian.codley@groceryplace.com,PR002,Semolina,C003,Holmes View Plc,Europe,2,66,132
28/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR010,Noodles,C004,Nested Shelters,Europe,24,513.12,12314.88
28/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR012,Onga,C005,Prime Waters Ltd,United States,1,19,19
28/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR007,Five Alive,C006,Jameson & Sons,Australia,1,22.95,22.95
28/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR007,Five Alive,C007,Art House Publications,MEA,3,68.85,206.55
28/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR005,Milo,C008,Bunkmates LLC,Australia,3,239.85,719.55
28/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR007,Five Alive,C004,Nested Shelters,Europe,4,91.8,367.2
28/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,1,19.95,19.95
28/12/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR002,Semolina,C001,White Rock Ltd,MEA,2,66,132
28/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR003,Wheat,C001,White Rock Ltd,MEA,3,75,225
28/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR002,Semolina,C002,Sterling Homes Pty,United States,1,33,33
28/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR010,Noodles,C003,Holmes View Plc,Europe,2,45,90
28/12/2019,EM014,Adrian Codley,44123456794,Lancaster,adrian.codley@groceryplace.com,PR001,Rice,C004,Nested Shelters,Europe,1,19.95,19.95
28/12/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR003,Wheat,C005,Prime Waters Ltd,United States,3,72,216
28/12/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR001,Rice,C006,Jameson & Sons,Australia,1,19.95,19.95
28/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR002,Semolina,C007,Art House Publications,MEA,3,99,297
28/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR006,Milk,C008,Bunkmates LLC,Australia,2,45.9,91.8
28/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR009,Spaghetti,C004,Nested Shelters,Europe,2,38,76
28/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,2,45.9,91.8
28/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR010,Noodles,C001,White Rock Ltd,MEA,3,70.5,211.5
28/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR001,Rice,C002,Sterling Homes Pty,United States,3,59.85,179.55
28/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR008,Power Oil,C003,Holmes View Plc,Europe,1,25,25
28/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,2,66,132
29/12/2019,EM014,Adrian Codley,44123456794,Lancaster,adrian.codley@groceryplace.com,PR011,Biscuits,C005,Prime Waters Ltd,United States,3,82.5,247.5
29/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,1,22.95,22.95
29/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR002,Semolina,C007,Art House Publications,MEA,1,33,33
29/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR003,Wheat,C001,White Rock Ltd,MEA,4,100,400
29/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR006,Milk,C002,Sterling Homes Pty,United States,2,45.9,91.8
29/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR007,Five Alive,C003,Holmes View Plc,Europe,2,43.9,87.8
29/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR004,Corn Flakes,C004,Nested Shelters,Europe,2,58,116
29/12/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR008,Power Oil,C005,Prime Waters Ltd,United States,2,50,100
29/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR011,Biscuits,C006,Jameson & Sons,Australia,7,185.5,1298.5
29/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR002,Semolina,C007,Art House Publications,MEA,2,66,132
29/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR007,Five Alive,C008,Bunkmates LLC,Australia,2,45.9,91.8
29/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR008,Power Oil,C004,Nested Shelters,Europe,2,46,92
29/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR006,Milk,C005,Prime Waters Ltd,United States,3,68.85,206.55
29/12/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR002,Semolina,C001,White Rock Ltd,MEA,2,64,128
29/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR002,Semolina,C001,White Rock Ltd,MEA,3,99,297
29/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR008,Power Oil,C002,Sterling Homes Pty,United States,1,24,24
29/12/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR006,Milk,C003,Holmes View Plc,Europe,2,43.9,87.8
29/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR008,Power Oil,C004,Nested Shelters,Europe,9,225,2025
29/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,3,99,297
29/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR001,Rice,C006,Jameson & Sons,Australia,2,37.9,75.8
29/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR012,Onga,C007,Art House Publications,MEA,2,38,76
29/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR006,Milk,C008,Bunkmates LLC,Australia,2,45.9,91.8
29/12/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR010,Noodles,C004,Nested Shelters,Europe,3,70.5,211.5
29/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR001,Rice,C005,Prime Waters Ltd,United States,3,59.85,179.55
29/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR001,Rice,C001,White Rock Ltd,MEA,3,59.85,179.55
29/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR009,Spaghetti,C002,Sterling Homes Pty,United States,2,42,84
29/12/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR007,Five Alive,C003,Holmes View Plc,Europe,4,91.8,367.2
29/12/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR009,Spaghetti,C004,Nested Shelters,Europe,3,60,180
29/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR012,Onga,C005,Prime Waters Ltd,United States,3,54,162
29/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR004,Corn Flakes,C006,Jameson & Sons,Australia,3,87,261
29/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR003,Wheat,C007,Art House Publications,MEA,3,72,216
29/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR009,Spaghetti,C001,White Rock Ltd,MEA,3,63,189
29/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR006,Milk,C002,Sterling Homes Pty,United States,3,65.85,197.55
29/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR007,Five Alive,C003,Holmes View Plc,Europe,4,87.8,351.2
29/12/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR007,Five Alive,C004,Nested Shelters,Europe,3,68.85,206.55
29/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR010,Noodles,C005,Prime Waters Ltd,United States,2,45,90
29/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,1,22.95,22.95
29/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR006,Milk,C007,Art House Publications,MEA,3,68.85,206.55
29/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR003,Wheat,C008,Bunkmates LLC,Australia,3,72,216
29/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR007,Five Alive,C004,Nested Shelters,Europe,1,22.95,22.95
29/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,24,752.4,18057.6
29/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR008,Power Oil,C001,White Rock Ltd,MEA,6,150,900
29/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR012,Onga,C001,White Rock Ltd,MEA,2,36,72
29/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR009,Spaghetti,C002,Sterling Homes Pty,United States,5,100,500
29/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR009,Spaghetti,C003,Holmes View Plc,Europe,1,19,19
29/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR007,Five Alive,C004,Nested Shelters,Europe,2,43.9,87.8
29/12/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR005,Milo,C005,Prime Waters Ltd,United States,2,159.9,319.8
29/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR002,Semolina,C006,Jameson & Sons,Australia,2,66,132
29/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR001,Rice,C007,Art House Publications,MEA,1,19.95,19.95
29/12/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR004,Corn Flakes,C008,Bunkmates LLC,Australia,1,29,29
29/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR012,Onga,C004,Nested Shelters,Europe,3,57,171
29/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,4,91.8,367.2
29/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR012,Onga,C001,White Rock Ltd,MEA,4,76,304
29/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR008,Power Oil,C002,Sterling Homes Pty,United States,2,50,100
29/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR004,Corn Flakes,C003,Holmes View Plc,Europe,4,116,464
29/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR007,Five Alive,C004,Nested Shelters,Europe,2,45.9,91.8
29/12/2019,EM006,Pauline Nduka,44123456786,New Hampshire,pauline.nduka@groceryplace.com,PR003,Wheat,C005,Prime Waters Ltd,United States,1,25,25
29/12/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR003,Wheat,C006,Jameson & Sons,Australia,3,72,216
29/12/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR003,Wheat,C007,Art House Publications,MEA,1,23,23
29/12/2019,EM007,Christy Okon,44123456787,Manchester,christy.okon@groceryplace.com,PR009,Spaghetti,C001,White Rock Ltd,MEA,8,160,1280
29/12/2019,EM013,Collins Abrahams,44123456793,London,collins.abrahams@groceryplace.com,PR005,Milo,C002,Sterling Homes Pty,United States,2,159.9,319.8
29/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR003,Wheat,C003,Holmes View Plc,Europe,19,451.25,8573.75
29/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR002,Semolina,C004,Nested Shelters,Europe,1,33,33
30/12/2019,EM002,Natasha Whyte,44123456782,Bristol,natasha.whyte@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,2,45.9,91.8
30/12/2019,EM011,Ken Momodu,44123456791,Bristol,ken.momodu@groceryplace.com,PR006,Milk,C006,Jameson & Sons,Australia,3,65.85,197.55
30/12/2019,EM009,Betty Champ,44123456789,London,betty.champ@groceryplace.com,PR011,Biscuits,C007,Art House Publications,MEA,2,55,110
30/12/2019,EM008,Isabel Wright,44123456788,London,isabel.wright@groceryplace.com,PR009,Spaghetti,C008,Bunkmates LLC,Australia,1,20,20
30/12/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR003,Wheat,C004,Nested Shelters,Europe,1,25,25
30/12/2019,EM010,Jenny Nwankwo,44123456790,Bristol,jenny.nwankwo@groceryplace.com,PR007,Five Alive,C005,Prime Waters Ltd,United States,2,45.9,91.8
30/12/2019,EM003,Mike Abdul,44123456783,New Hampshire,mike.abdul@groceryplace.com,PR006,Milk,C001,White Rock Ltd,MEA,1,21.95,21.95
30/12/2019,EM012,Roger Stone,44123456792,London,roger.stone@groceryplace.com,PR007,Five Alive,C001,White Rock Ltd,MEA,1,22.95,22.95
30/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR012,Onga,C002,Sterling Homes Pty,United States,3,57,171
30/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR007,Five Alive,C003,Holmes View Plc,Europe,2,45.9,91.8
30/12/2019,EM004,Sylvester Chan,44123456784,Manchester,sylvester.chan@groceryplace.com,PR004,Corn Flakes,C004,Nested Shelters,Europe,2,60,120
30/12/2019,EM001,Cameron Diaz,44123456781,Bristol,cameron.diaz@groceryplace.com,PR002,Semolina,C005,Prime Waters Ltd,United States,3,102,306
